objectid,title,creator,author,date,display_date,description,subject,relation,location,latitude,longitude,source,youtubeid,type,sort_order,format,filename
maria_cuarta,"María: Borges, estética y lectura crítica (Cuarta parte)",LAUD 90.4 FM - Universidad Distrital,Rafael Ayala Sáenz,2018-08,agosto de 2018,"Cuarta entrega del ciclo sobre *María*. Rafael Ayala analiza el impacto estético y filosófico de la obra desde Borges y Derrida, y explora el trasfondo literario, poético y político de Isaacs. Reflexión sobre el estilo, la narrativa amorosa y la conciencia histórica.",Jorge Isaacs; Borges; Estética; Filosofía; Influencias; Lectura crítica; LAUD 90.4 FM - Universidad Distrital; Rafael Ayala Sáenz; Amantes del círculo Polar,"[Ana Frank: Lectura crítica y memoria histórica (Primera parte)](/items/anafrank_primera); [Ana Frank: Escritura, contradicción y resistencia (Segunda parte)](/items/anafrank_segunda); [Una ventana al libro álbum: reseñas estudiantiles](/items/artefactus_ventana_libroalbum); [Juan Rulfo: llano, sombra y silencio (Primera parte)](/items/juanrulfo_primera); [María: historia, política y literatura (Primera parte)](/items/maria_primera); [María: genealogía y romanticismo (Segunda parte)](/items/maria_segunda); [María: voces, teatro y juventud (Tercera parte)](/items/maria_tercera); [María: naturaleza, estructura y legado (Última parte)](/items/maria_ultima); [Mayo del 68: juventud, rebeldía y utopía (Primera parte)](/items/mayo68_primera); [Mayo del 68: contracultura, arte y política (Segunda parte)](/items/mayo68_segunda); [Entrevista a Daniel Cassany: “En el mundo occidental actual, alguien que no sepa leer y escribir queda excluido”](/items/pol_cas); [¿Por qué apostarle al humanismo?](/items/porque_humanismo); [García Márquez: Los primeros cuentos y el mito personal (Primera parte)](/items/primeroscuentos_GGM_primera); [García Márquez: Sueños, espejos y el arte de narrar (Segunda parte)](/items/primeroscuentos_GGM_segunda); [La vorágine: Rivera, vida y territorio (Introducción)](/items/voragine); [La vorágine: fuga, drama y lenguaje (Primera parte)](/items/voragine_primera); [La vorágine: selva, dolor y tragedia (Segunda parte)](/items/voragine_segunda); [La vorágine: nombres, símbolos y narrativa (Tercera parte)](/items/voragine_tercera); [La vorágine: modernismo, esclavitud y resistencia (Última parte)](/items/voragine_ultima)","Bogotá, Colombia","47,125,798","-74,085,045","LAUD 90.4 FM en Programa radial ""Amantes del círculo polar"", La U de Estéreo: https://youtu.be/zSwLlITPk8c",zSwLlITPk8c,MovingImage,11,video/mp4,maria_cuarta.mp4
maria_ultima,"María: naturaleza, estructura y legado (Última parte)",LAUD 90.4 FM - Universidad Distrital,Rafael Ayala Sáenz,2018-08,agosto de 2018,"Última entrega del ciclo dedicado a *María*. Se abordan elementos estéticos como el uso de la naturaleza, el flashback, la caracterización de personajes y el lenguaje poético. Rafael Ayala destaca la vigencia emocional y política de esta novela romántica.",Jorge Isaacs; Naturaleza; Flashback; Tragedia romántica; Narración literaria; Estructura narrativa; Costumbrismo; Amor imposible; LAUD 90.4 FM - Universidad Distrital; Rafael Ayala Sáenz; Amantes del círculo Polar,"[Ana Frank: Lectura crítica y memoria histórica (Primera parte)](/items/anafrank_primera); [Ana Frank: Escritura, contradicción y resistencia (Segunda parte)](/items/anafrank_segunda); [Juan Rulfo: llano, sombra y silencio (Primera parte)](/items/juanrulfo_primera); [María: Borges, estética y lectura crítica (Cuarta parte)](/items/maria_cuarta); [María: historia, política y literatura (Primera parte)](/items/maria_primera); [María: genealogía y romanticismo (Segunda parte)](/items/maria_segunda); [María: voces, teatro y juventud (Tercera parte)](/items/maria_tercera); [Mayo del 68: juventud, rebeldía y utopía (Primera parte)](/items/mayo68_primera); [Mayo del 68: contracultura, arte y política (Segunda parte)](/items/mayo68_segunda); [¿Por qué apostarle al humanismo?](/items/porque_humanismo); [García Márquez: Los primeros cuentos y el mito personal (Primera parte)](/items/primeroscuentos_GGM_primera); [García Márquez: Sueños, espejos y el arte de narrar (Segunda parte)](/items/primeroscuentos_GGM_segunda); [La vorágine: Rivera, vida y territorio (Introducción)](/items/voragine); [La vorágine: fuga, drama y lenguaje (Primera parte)](/items/voragine_primera); [La vorágine: selva, dolor y tragedia (Segunda parte)](/items/voragine_segunda); [La vorágine: nombres, símbolos y narrativa (Tercera parte)](/items/voragine_tercera); [La vorágine: modernismo, esclavitud y resistencia (Última parte)](/items/voragine_ultima)","Bogotá, Colombia","47,125,798","-74,085,045","LAUD 90.4 FM en Programa radial ""Amantes del círculo polar"", La U de Estéreo: https://youtu.be/SsMjNYDx994",SsMjNYDx994,MovingImage,12,video/mp4,maria_ultima.mp4
mayo68_primera,"Mayo del 68: juventud, rebeldía y utopía (Primera parte)",LAUD 90.4 FM - Universidad Distrital,Rafael Ayala Sáenz,2019-05,mayo de 2019,"Análisis histórico y cultural del Mayo del 68. Rafael Ayala contextualiza los movimientos estudiantiles, los cambios sociales, el papel de la universidad, y los eventos clave como la Primavera de Praga, el Cordobazo y la matanza de Tlatelolco.",Mayo del 68; Estudiantes; Utopía; Contracultura; Derechos civiles; Historia contemporánea; LAUD 90.4 FM - Universidad Distrital; Rafael Ayala Sáenz; Amantes del círculo Polar,"[El negro es el color del rock](/items/ML_mar_2006); [Los Derechos Humanos aún tienen valor](/items/ML_may_2005); [Ana Frank: Lectura crítica y memoria histórica (Primera parte)](/items/anafrank_primera); [Ana Frank: Escritura, contradicción y resistencia (Segunda parte)](/items/anafrank_segunda); [Juan Rulfo: llano, sombra y silencio (Primera parte)](/items/juanrulfo_primera); [María: Borges, estética y lectura crítica (Cuarta parte)](/items/maria_cuarta); [María: historia, política y literatura (Primera parte)](/items/maria_primera); [María: genealogía y romanticismo (Segunda parte)](/items/maria_segunda); [María: voces, teatro y juventud (Tercera parte)](/items/maria_tercera); [María: naturaleza, estructura y legado (Última parte)](/items/maria_ultima); [Mayo del 68: contracultura, arte y política (Segunda parte)](/items/mayo68_segunda); [¿Por qué apostarle al humanismo?](/items/porque_humanismo); [García Márquez: Los primeros cuentos y el mito personal (Primera parte)](/items/primeroscuentos_GGM_primera); [García Márquez: Sueños, espejos y el arte de narrar (Segunda parte)](/items/primeroscuentos_GGM_segunda); [La vorágine: Rivera, vida y territorio (Introducción)](/items/voragine); [La vorágine: fuga, drama y lenguaje (Primera parte)](/items/voragine_primera); [La vorágine: selva, dolor y tragedia (Segunda parte)](/items/voragine_segunda); [La vorágine: nombres, símbolos y narrativa (Tercera parte)](/items/voragine_tercera); [La vorágine: modernismo, esclavitud y resistencia (Última parte)](/items/voragine_ultima)","Bogotá, Colombia","47,125,798","-74,085,045","LAUD 90.4 FM en Programa radial ""Amantes del círculo polar"", La U de Estéreo: https://youtu.be/xYbpSc34_jI",xYbpSc34_jI,MovingImage,13,video/mp4,mayo68_primera.mp4
mayo68_segunda,"Mayo del 68: contracultura, arte y política (Segunda parte)",LAUD 90.4 FM - Universidad Distrital,Rafael Ayala Sáenz,2019-05,mayo de 2019,"Segunda entrega sobre el Mayo del 68. Se abordan la contracultura, los grafitis, el movimiento hippie, el feminismo, la revolución sexual, y el arte como forma de protesta. Ayala relaciona estos procesos con América Latina, Paulo Freire y la pedagogía del amor.",Mayo del 68; Contracultura; Feminismo; Arte; Pedagogía crítica; Paulo Freire; LAUD 90.4 FM - Universidad Distrital; Rafael Ayala Sáenz; Amantes del círculo Polar,"[CIUDAD Y ESCUELA. La mística del tejido](/items/ML_abr_2005); [Evaluar es valorar: Implicaciones y observaciones de un eslogan publicitario](/items/ML_abr_2009); [Los nombres que no leemos](/items/ML_oct_2006); [NO PODEMOS PEDIRLE PERAS AL OLMO. No podemos pedirle el desarrollo de pensamiento complejoal paradigma disciplinar de la pedagogía tradicional](/items/ML_sep_2004); [Ana Frank: Lectura crítica y memoria histórica (Primera parte)](/items/anafrank_primera); [Ana Frank: Escritura, contradicción y resistencia (Segunda parte)](/items/anafrank_segunda); [Juan Rulfo: llano, sombra y silencio (Primera parte)](/items/juanrulfo_primera); [María: Borges, estética y lectura crítica (Cuarta parte)](/items/maria_cuarta); [María: historia, política y literatura (Primera parte)](/items/maria_primera); [María: genealogía y romanticismo (Segunda parte)](/items/maria_segunda); [María: voces, teatro y juventud (Tercera parte)](/items/maria_tercera); [María: naturaleza, estructura y legado (Última parte)](/items/maria_ultima); [Mayo del 68: juventud, rebeldía y utopía (Primera parte)](/items/mayo68_primera); [¿Por qué apostarle al humanismo?](/items/porque_humanismo); [García Márquez: Los primeros cuentos y el mito personal (Primera parte)](/items/primeroscuentos_GGM_primera); [García Márquez: Sueños, espejos y el arte de narrar (Segunda parte)](/items/primeroscuentos_GGM_segunda); [De la ciudad y la escuela: todos tenemos una historia que contar](/items/ts_gesc_2005); [La vorágine: Rivera, vida y territorio (Introducción)](/items/voragine); [La vorágine: fuga, drama y lenguaje (Primera parte)](/items/voragine_primera); [La vorágine: selva, dolor y tragedia (Segunda parte)](/items/voragine_segunda); [La vorágine: nombres, símbolos y narrativa (Tercera parte)](/items/voragine_tercera); [La vorágine: modernismo, esclavitud y resistencia (Última parte)](/items/voragine_ultima)","Bogotá, Colombia","47,125,798","-74,085,045","LAUD 90.4 FM en Programa radial ""Amantes del círculo polar"", La U de Estéreo: https://youtu.be/tHCcTzIBp1c",tHCcTzIBp1c,MovingImage,14,video/mp4,mayo68_segunda.mp4
primeroscuentos_GGM_primera,García Márquez: Los primeros cuentos y el mito personal (Primera parte),LAUD 90.4 FM - Universidad Distrital,Rafael Ayala Sáenz,2023-09,septiembre de 2023,"Primera parte del homenaje radial a Gabriel García Márquez. Rafael Ayala comparte anécdotas personales con el Nobel, analiza su cuento ""La tercera resignación"", y destaca su vínculo con el Instituto Caro y Cuervo. Reflexiona sobre el cuento como género y su valor en la formación literaria.",Gabriel García Márquez; Cuento; Literatura latinoamericana; Nobel; Caro y Cuervo; Crítica literaria; LAUD 90.4 FM - Universidad Distrital; Rafael Ayala Sáenz; Amantes del círculo Polar,"[Ana Frank: Lectura crítica y memoria histórica (Primera parte)](/items/anafrank_primera); [Ana Frank: Escritura, contradicción y resistencia (Segunda parte)](/items/anafrank_segunda); [Juan Rulfo: llano, sombra y silencio (Primera parte)](/items/juanrulfo_primera); [María: Borges, estética y lectura crítica (Cuarta parte)](/items/maria_cuarta); [María: historia, política y literatura (Primera parte)](/items/maria_primera); [María: genealogía y romanticismo (Segunda parte)](/items/maria_segunda); [María: voces, teatro y juventud (Tercera parte)](/items/maria_tercera); [María: naturaleza, estructura y legado (Última parte)](/items/maria_ultima); [Mayo del 68: juventud, rebeldía y utopía (Primera parte)](/items/mayo68_primera); [Mayo del 68: contracultura, arte y política (Segunda parte)](/items/mayo68_segunda); [¿Por qué apostarle al humanismo?](/items/porque_humanismo); [García Márquez: Sueños, espejos y el arte de narrar (Segunda parte)](/items/primeroscuentos_GGM_segunda); [La vorágine: Rivera, vida y territorio (Introducción)](/items/voragine); [La vorágine: fuga, drama y lenguaje (Primera parte)](/items/voragine_primera); [La vorágine: selva, dolor y tragedia (Segunda parte)](/items/voragine_segunda); [La vorágine: nombres, símbolos y narrativa (Tercera parte)](/items/voragine_tercera); [La vorágine: modernismo, esclavitud y resistencia (Última parte)](/items/voragine_ultima)","Bogotá, Colombia","47,125,798","-74,085,045","LAUD 90.4 FM en Programa radial ""Amantes del círculo polar"", La U de Estéreo: https://youtu.be/hZeq47iyRCk",hZeq47iyRCk,MovingImage,15,video/mp4,primeroscuentos_GGM_primera.mp4
primeroscuentos_GGM_segunda,"García Márquez: Sueños, espejos y el arte de narrar (Segunda parte)",LAUD 90.4 FM - Universidad Distrital,Rafael Ayala Sáenz,2023-09,septiembre de 2023,"Segunda parte del especial radial sobre los cuentos de García Márquez. Rafael Ayala analiza textos como ""Ojos de perro azul"", ""Eva dentro de su gato"" y ""El diálogo del espejo"", resaltando sus temas de soledad, reencarnación y autorreflexión. Se explora el vínculo entre literatura y vida en la obra del Nobel colombiano.",Gabriel García Márquez; Cuento; Realismo mágico; Soledad; Espejos; Lenguaje interior; LAUD 90.4 FM - Universidad Distrital; Rafael Ayala Sáenz; Amantes del círculo Polar,"[Ana Frank: Lectura crítica y memoria histórica (Primera parte)](/items/anafrank_primera); [Ana Frank: Escritura, contradicción y resistencia (Segunda parte)](/items/anafrank_segunda); [Juan Rulfo: llano, sombra y silencio (Primera parte)](/items/juanrulfo_primera); [María: Borges, estética y lectura crítica (Cuarta parte)](/items/maria_cuarta); [María: historia, política y literatura (Primera parte)](/items/maria_primera); [María: genealogía y romanticismo (Segunda parte)](/items/maria_segunda); [María: voces, teatro y juventud (Tercera parte)](/items/maria_tercera); [María: naturaleza, estructura y legado (Última parte)](/items/maria_ultima); [Mayo del 68: juventud, rebeldía y utopía (Primera parte)](/items/mayo68_primera); [Mayo del 68: contracultura, arte y política (Segunda parte)](/items/mayo68_segunda); [¿Por qué apostarle al humanismo?](/items/porque_humanismo); [García Márquez: Los primeros cuentos y el mito personal (Primera parte)](/items/primeroscuentos_GGM_primera); [La vorágine: Rivera, vida y territorio (Introducción)](/items/voragine); [La vorágine: fuga, drama y lenguaje (Primera parte)](/items/voragine_primera); [La vorágine: selva, dolor y tragedia (Segunda parte)](/items/voragine_segunda); [La vorágine: nombres, símbolos y narrativa (Tercera parte)](/items/voragine_tercera); [La vorágine: modernismo, esclavitud y resistencia (Última parte)](/items/voragine_ultima)","Bogotá, Colombia","47,125,798","-74,085,045","LAUD 90.4 FM en Programa radial ""Amantes del círculo polar"", La U de Estéreo: https://youtu.be/1GhUZ0VHILw",1GhUZ0VHILw,MovingImage,16,video/mp4,primeroscuentos_GGM_segunda.mp4
posthumanismo,¿Por qué apostarle al humanismo?,LAUD 90.4 FM - Universidad Distrital,Rafael Ayala Sáenz,2019-11,noviembre de 2019,"Reflexión sobre la vigencia del humanismo en la educación superior. Rafael Ayala analiza el pensamiento de Hannah Arendt, la condición humana, el papel de las humanidades, la comunicación, la solidaridad y la pedagogía crítica en tiempos de deshumanización.",Humanismo; Educación; Hannah Arendt; Comunicación social; Derechos humanos; Filosofía; LAUD 90.4 FM - Universidad Distrital; Rafael Ayala Sáenz; Amantes del círculo Polar,"[CIUDAD Y ESCUELA. La mística del tejido](/items/ML_abr_2005); [Evaluar es valorar: Implicaciones y observaciones de un eslogan publicitario](/items/ML_abr_2009); [Relaciones peligrosas. Por qué no es razonable desarticular a los funcionarios administrativos
 de los procesos académicos, pedagógicos, investigativos y de extensión que se desarrollan en la educación superior.](/items/ML_ago-sep_2008); [¿Poder para qué?](/items/ML_dic-ene_2009); [Periodistas y comunicadores sociales (segunda parte)](/items/ML_dic_2007); [Aproximación didáctica al pensamiento complejo de Edgar Morin](/items/ML_feb_2006); [¿Qué evalúa una nota?](/items/ML_feb_2009); [Competencias comunicativas: Lineamientos curriculares del lenguaje](/items/ML_jul-ago_2008); [COMUNICACIÓN: Algunos viejos consejos para jóvenes consejeros](/items/ML_mar_2007); [Aportes de la educación no formal en la historia de la humanidad](/items/ML_mar_2009); [Los Derechos Humanos aún tienen valor](/items/ML_may_2005); [Acerca de la lateralidad cerebral: Dos caras de la misma moneda](/items/ML_nov_2005); [PERIODISTAS Y COMUNICADORES SOCIALES. Formadores del siglo XXI](/items/ML_nov_2007); [Emociones inteligentes para vivir](/items/ML_oct_2004); [NO PODEMOS PEDIRLE PERAS AL OLMO. No podemos pedirle el desarrollo de pensamiento complejoal paradigma disciplinar de la pedagogía tradicional](/items/ML_sep_2004); [Orígenes del español (Cuarta y última parte)](/items/ML_sep_2007); [Ana Frank: Lectura crítica y memoria histórica (Primera parte)](/items/anafrank_primera); [Ana Frank: Escritura, contradicción y resistencia (Segunda parte)](/items/anafrank_segunda); [Elogio a la escucha](/items/esc_lid_2008_1); [Juan Rulfo: llano, sombra y silencio (Primera parte)](/items/juanrulfo_primera); [María: Borges, estética y lectura crítica (Cuarta parte)](/items/maria_cuarta); [María: historia, política y literatura (Primera parte)](/items/maria_primera); [María: genealogía y romanticismo (Segunda parte)](/items/maria_segunda); [María: voces, teatro y juventud (Tercera parte)](/items/maria_tercera); [María: naturaleza, estructura y legado (Última parte)](/items/maria_ultima); [Mayo del 68: juventud, rebeldía y utopía (Primera parte)](/items/mayo68_primera); [Mayo del 68: contracultura, arte y política (Segunda parte)](/items/mayo68_segunda); [MANUAL DE MEDIACIÓN: UNA COMUNICACIÓN POLÍTICA PARA EL DESARROLLO, PROMOCIÓN Y LIDERAZGOS PARA LA CONVIVENCIA](/items/mm_2009); [Entrevista a Daniel Cassany: “En el mundo occidental actual, alguien que no sepa leer y escribir queda excluido”](/items/pol_cas); [García Márquez: Los primeros cuentos y el mito personal (Primera parte)](/items/primeroscuentos_GGM_primera); [García Márquez: Sueños, espejos y el arte de narrar (Segunda parte)](/items/primeroscuentos_GGM_segunda); [Ruta pedagógica: Ciencia](/items/ruta02_ciencia); [De la ciudad y la escuela: todos tenemos una historia que contar](/items/ts_gesc_2005); [La vorágine: Rivera, vida y territorio (Introducción)](/items/voragine); [La vorágine: fuga, drama y lenguaje (Primera parte)](/items/voragine_primera); [La vorágine: selva, dolor y tragedia (Segunda parte)](/items/voragine_segunda); [La vorágine: nombres, símbolos y narrativa (Tercera parte)](/items/voragine_tercera); [La vorágine: modernismo, esclavitud y resistencia (Última parte)](/items/voragine_ultima)","Bogotá, Colombia","47,125,798","-74,085,045","LAUD 90.4 FM en Programa radial ""Amantes del círculo polar"", La U de Estéreo: https://youtu.be/psX2Ffw8fcQ",psX2Ffw8fcQ,MovingImage,17,video/mp4,posthumanismo.mp4
juanrulfo_primera,"Juan Rulfo: llano, sombra y silencio",LAUD 90.4 FM - Universidad Distrital,Rafael Ayala Sáenz,2017-01,enero de 2017,"Programa radial sobre Juan Rulfo y su universo literario. Rafael Ayala analiza cuentos como “Nos han dado la tierra”, “Es que somos muy pobres”, “Talpa” y “No oyes ladrar los perros”, y destaca el valor de la oralidad, la tragedia campesina, la violencia estructural y el simbolismo rural.",Juan Rulfo; El llano en llamas; Pedro Páramo; Reforma agraria; Literatura mexicana; Oralidad; LAUD 90.4 FM - Universidad Distrital; Rafael Ayala Sáenz; Amantes del círculo Polar,"[Ana Frank: Lectura crítica y memoria histórica (Primera parte)](/items/anafrank_primera); [Ana Frank: Escritura, contradicción y resistencia (Segunda parte)](/items/anafrank_segunda); [María: Borges, estética y lectura crítica (Cuarta parte)](/items/maria_cuarta); [María: historia, política y literatura (Primera parte)](/items/maria_primera); [María: genealogía y romanticismo (Segunda parte)](/items/maria_segunda); [María: voces, teatro y juventud (Tercera parte)](/items/maria_tercera); [María: naturaleza, estructura y legado (Última parte)](/items/maria_ultima); [Mayo del 68: juventud, rebeldía y utopía (Primera parte)](/items/mayo68_primera); [Mayo del 68: contracultura, arte y política (Segunda parte)](/items/mayo68_segunda); [¿Por qué apostarle al humanismo?](/items/porque_humanismo); [García Márquez: Los primeros cuentos y el mito personal (Primera parte)](/items/primeroscuentos_GGM_primera); [García Márquez: Sueños, espejos y el arte de narrar (Segunda parte)](/items/primeroscuentos_GGM_segunda); [La vorágine: Rivera, vida y territorio (Introducción)](/items/voragine); [La vorágine: fuga, drama y lenguaje (Primera parte)](/items/voragine_primera); [La vorágine: selva, dolor y tragedia (Segunda parte)](/items/voragine_segunda); [La vorágine: nombres, símbolos y narrativa (Tercera parte)](/items/voragine_tercera); [La vorágine: modernismo, esclavitud y resistencia (Última parte)](/items/voragine_ultima)","Bogotá, Colombia","47,125,798","-74,085,045","LAUD 90.4 FM en Programa radial ""Amantes del círculo polar"", La U de Estéreo: https://youtu.be/J9x2-tZXj2k",J9x2-tZXj2k,MovingImage,18,video/mp4,juanrulfo_primera.mp4
hipertexto_1,Hipertexto 1- Muestra Fotográfica Filminuto. Un Entorno Por Conocer.,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,CDO3Aqsy9TY,MovingImage,19,video/mp4,hipertexto_1.mp4
hipertexto_2,"Hipertexto 2 - Muestra Fotográfica Filminuto. ¿Y Tú, A Quién Adoras?",Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,O_O51AXCnxU,MovingImage,20,video/mp4,hipertexto_2.mp4
hipertexto_3,Hipertexto 3- Muestra Fotográfica Filminuto. La Gota En El Espejo... Tu Rostro.,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,VuP5j7DHGOg,MovingImage,21,video/mp4,hipertexto_3.mp4
hipertexto_4,"Hipertexto 4- Muestra Fotográfica Filminuto. Viva La Vía, Sea Prudente.",Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,fi2gEnluCXw,MovingImage,22,video/mp4,hipertexto_4.mp4
hipertexto_5,Hipertexto 5 - Muestra Fotográfica Filminuto,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,D50ccAKkZy8,MovingImage,23,video/mp4,hipertexto_5.mp4
hipertexto_6,Hipertexto 6 - Muestra Fotográfica Filminuto. En Busca De La Presencia Por Andrés Upegui Herrera,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,cOL9cgpa1VY,MovingImage,24,video/mp4,hipertexto_6.mp4
hipertexto_7,Hipertexto 7 - Muestra Fotográfica Filminuto,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,VqPSFXGZ628,MovingImage,25,video/mp4,hipertexto_7.mp4
hipertexto_8,Hipertexto 8 - Muestra Fotográfica Filminuto. Clasificación De Los Animales.,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,dL4AEVCV7Io,MovingImage,26,video/mp4,hipertexto_8.mp4
hipertexto_9,Hipertexto 9 - Muestra Fotográfica Filminuto,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,UlD18dfyh5c,MovingImage,27,video/mp4,hipertexto_9.mp4
hipertexto_10,Hipertexto 10 - Muestra Fotográfica Filminuto,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,cnMNMjx5JCM,MovingImage,28,video/mp4,hipertexto_10.mp4
hipertexto_11,Hipertexto 11- Muestra Fotográfica Filminuto,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,e8kkHiBs5RM,MovingImage,29,video/mp4,hipertexto_11.mp4
